band, channel, owanova_F, owanova_p, kruskal_F, kruskal_p
beta, PO4, 0.1477912515346802, 0.700670243654152, 0.4178751184841994, 0.5179992275604094
beta, PO8, 6.3025796279399255, 0.012085214795374026, 7.061483520934605, 0.007875875102234
beta, O1, 1.9269307654076777, 0.16515184806715658, 1.4932624371312813, 0.2217109634533795
beta, Oz, 1.3744081792131744, 0.2411076172980965, 0.30289237004564296, 0.5820748206729865
beta, O2, 0.11998333532569529, 0.7290660500645222, 0.3898786817946838, 0.5323631786228048
beta, M1, 1.985780980822095, 0.15884025388059933, 0.9622828694029103, 0.32661237992192227
gamma, Fp1, 0.09346005200921612, 0.7598354309005803, 0.7904247322317104, 0.37397172670405365
gamma, Fpz, 24.67364008134833, 6.999718966683178e-07, 41.83123727492666, 9.950101325188717e-11
gamma, Fp2, 6.580114836562908, 0.010339174383270899, 0.7651711460804057, 0.38171505489896673
gamma, AF7, 8.098449283791955e-05, 0.9928201554398541, 0.018495073471491975, 0.8918239738578707
gamma, AF3, 16.29762979419095, 5.488041607815096e-05, 20.199058058249346, 6.978729075390511e-06
gamma, AF4, 23.08462767246897, 1.5921695459094285e-06, 31.385371945369183, 2.115688969132751e-08
gamma, AF8, 1.4049429964106646, 0.2359498212309801, 0.1454211190381963, 0.702950077946358
gamma, F7, 0.44871274721380733, 0.5029755055378786, 0.16334163108453112, 0.6860984085198345
gamma, F5, 1.0238024618274872, 0.31166405012261594, 0.34560371749495616, 0.5566123717409708
gamma, F3, 1.053826070279369, 0.3046734981915499, 1.9099607975270885, 0.16696761339813754
gamma, F1, 36.22406399831902, 1.874606050274954e-09, 24.636255083374206, 6.923681368061576e-07
gamma, Fz, 38.67124499949872, 5.391924793211614e-10, 38.532031892200784, 5.386237158052605e-10
gamma, F2, 38.660516092195586, 5.421432785686803e-10, 29.005430723207365, 7.217567563109546e-08
gamma, F4, 14.957753839750414, 0.0001112374119251818, 13.97542962078715, 0.00018521531704847522
gamma, F6, 0.26279217908457286, 0.6082292991059939, 0.09007916704992062, 0.764076535242179
gamma, F8, 0.26567412797763895, 0.6062695619929688, 0.01945532457186473, 0.889069006193949
gamma, FT7, 4.277313158458538, 0.0386718269748769, 3.945088795592071, 0.04700837279021656
gamma, FC5, 0.2429191217226824, 0.6221257006870522, 0.08422471896177702, 0.7716517973974663
gamma, FC3, 0.12590508182067733, 0.7227300036603179, 0.26788190630296493, 0.6047561592576567
gamma, FC1, 1.76600360232055, 0.18393354507575943, 2.215459647535015, 0.13663436192742606
gamma, FCz, 1.9689845235915824, 0.16061314361831386, 1.113295635251401, 0.29136667098219104
gamma, FC2, 0.0394465061378544, 0.8425741713318085, 0.004404805396354433, 0.9470842826859815
gamma, FC4, 3.3922364681921637, 0.06555880701281978, 2.745518677948256, 0.09752742596359827
gamma, FC6, 1.3206871137657326, 0.2505196324694715, 3.733548262144655, 0.05332999093995799
gamma, FT8, 0.05835649654382039, 0.80912184342546, 0.41695177562159325, 0.518461981105758
gamma, T7, 1.7282225690101252, 0.18869383965969383, 0.2759429757966712, 0.5993727482224617
gamma, C5, 2.049158204066366, 0.1523482016271461, 1.2341962387381025, 0.26659251898303876
gamma, C3, 0.16504050397310358, 0.6845737020725555, 0.1967780607507654, 0.6573341688054493
gamma, C1, 0.019627042188446662, 0.8885889307018657, 0.13493021954343426, 0.7133740052773646
gamma, Cz, 1.1103991329652634, 0.2920423139720782, 0.7025666890396957, 0.40192259122551066
gamma, C2, 0.9144862322463556, 0.33896966144969076, 0.15523852404261043, 0.6935786744077183
gamma, C4, 1.8051985289221593, 0.17914169914211403, 2.7014832889476788, 0.10025493484199118
gamma, C6, 3.6777661555377277, 0.05519533277658448, 4.595870527804308, 0.032049063274335196
gamma, T8, 18.0538186112866, 2.1835974172679834e-05, 5.068895307628613, 0.024358902325111797
gamma, TP7, 0.7161829078689393, 0.3974363179125786, 0.07634545032670326, 0.7823124298893427
gamma, CP5, 0.513718859073951, 0.4735643813079281, 0.47669566751778364, 0.48992286807262075
gamma, CP3, 0.47975108508694153, 0.488564848995065, 0.19733511093531014, 0.6568805210761128
gamma, CP1, 2.039985085646038, 0.15326893856773643, 5.648323626444918, 0.01747206726125689
gamma, CPz, 0.8293301312459578, 0.36250691773813504, 1.9120810247560547, 0.16673227819666403
gamma, CP2, 0.09446735872105902, 0.7585846946445993, 0.6227683036965838, 0.43002042350902603
gamma, CP4, 3.0767995521971336, 0.079473336606189, 1.4830994512976665, 0.22329021335501362
gamma, CP6, 0.6680174560517548, 0.413779698723739, 6.049839238900962, 0.013907563067846318
gamma, TP8, 0.04185721168997533, 0.8378998995441014, 0.06496731234469343, 0.7988104839296695
gamma, P7, 0.046888801195326776, 0.8285764091516757, 0.0057783600627804264, 0.9394067466576277
gamma, P5, 2.1917274221823597e-05, 0.996264818993281, 0.032448590028181935, 0.8570466474278646
gamma, P3, 1.3525700987191063, 0.24488066293845864, 0.041688611739796086, 0.838214486765697
gamma, P1, 0.3426614365437695, 0.5583214463906092, 0.09655767887263096, 0.7560003273648811
gamma, Pz, 0.5864354447003061, 0.44383427540761244, 0.0021331657150114695, 0.9631618359803581
gamma, P2, 2.958867772614178, 0.08546497931816951, 6.878401564493064, 0.00872435531254655
gamma, P4, 0.31058417254428305, 0.5773450162876002, 0.3755178450997893, 0.5400118255597918
gamma, P6, 0.43203482697259304, 0.5110201680457791, 0.0010565511321575082, 0.9740696218045926
gamma, P8, 0.005946203598601208, 0.9385375952249183, 0.27835609175185005, 0.5977807221731866
gamma, PO7, 0.0012005089015339836, 0.9723614180179702, 0.037180731317899555, 0.8470975454537942
gamma, PO3, 3.774702364944969, 0.05208502711211045, 3.441264843721816, 0.06358699551210369
amma, PO4, 1.3438493377104512, 0.24640748835178178, 0.2941886946418005, 0.5875487353348465
gamma, PO8, 0.14248529116282196, 0.7058375147034593, 0.5901425136831838, 0.44236401485339427
gamma, O1, 1.4780197564195559, 0.22413771254262146, 1.3658661249250292, 0.2425234123920097
gamma, Oz, 0.1092628102988806, 0.7409977959650007, 0.03709340528393187, 0.8472749994807272
gamma, O2, 0.00030634030778528884, 0.9860363207414254, 0.2321233904906738, 0.6299538167874489
gamma, M1, 0.9509389845658994, 0.32952405069074564, 1.5015160584752667, 0.22043823885001496
